"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
287,"2019-12-01 10:02:08.0030","2019-12-01 10:06:55.8090",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,29552,"Subscriber",1979,1
497,"2019-12-01 10:02:16.1760","2019-12-01 10:10:34.0400",3639,"Harborside",40.7192517,-74.034234,3483,"Montgomery St",40.71942,-74.05099,26198,"Subscriber",1992,1
496,"2019-12-01 10:02:22.5050","2019-12-01 10:10:39.0620",3639,"Harborside",40.7192517,-74.034234,3483,"Montgomery St",40.71942,-74.05099,29583,"Subscriber",1988,2
275,"2019-12-01 10:02:35.9140","2019-12-01 10:07:11.3480",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,26290,"Subscriber",1979,2
812,"2019-12-01 10:03:48.6210","2019-12-01 10:17:20.9720",3268,"Lafayette Park",40.71346382669195,-74.06285852193832,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29126,"Customer",1995,2
128,"2019-12-01 10:05:55.2540","2019-12-01 10:08:03.8180",3187,"Warren St",40.7211236,-74.03805095,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29624,"Subscriber",1964,2
398,"2019-12-01 10:09:47.7940","2019-12-01 10:16:26.0010",3192,"Liberty Light Rail",40.7112423,-74.0557013,3213,"Van Vorst Park",40.71848892,-74.047726625,29572,"Subscriber",1964,2
367,"2019-12-01 10:14:23.3040","2019-12-01 10:20:31.1450",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3207,"Oakland Ave",40.7376037,-74.0524783,29209,"Subscriber",1994,1
229,"2019-12-01 10:18:04.4400","2019-12-01 10:21:54.0010",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3213,"Van Vorst Park",40.71848892,-74.047726625,29515,"Subscriber",1964,2
153,"2019-12-01 10:18:32.3070","2019-12-01 10:21:05.6450",3681,"Grand St",40.71517767732029,-74.03768330812454,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,26185,"Subscriber",1985,1
95,"2019-12-01 10:20:52.2030","2019-12-01 10:22:27.7930",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3214,"Essex Light Rail",40.7127742,-74.0364857,29522,"Subscriber",1978,2
355,"2019-12-01 10:24:23.7690","2019-12-01 10:30:19.4220",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29659,"Subscriber",1964,1
318,"2019-12-01 10:27:02.9610","2019-12-01 10:32:21.1290",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3195,"Sip Ave",40.73089709786179,-74.06391263008118,29125,"Subscriber",1990,2
375,"2019-12-01 10:28:08.4350","2019-12-01 10:34:23.8270",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3203,"Hamilton Park",40.727595966,-74.044247311,29609,"Subscriber",1988,1
160,"2019-12-01 10:28:26.4300","2019-12-01 10:31:07.2540",3203,"Hamilton Park",40.727595966,-74.044247311,3211,"Newark Ave",40.72152515,-74.046304543,29280,"Subscriber",1980,2
237,"2019-12-01 10:31:09.9630","2019-12-01 10:35:07.0110",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,29275,"Subscriber",1983,2
236,"2019-12-01 10:31:22.2940","2019-12-01 10:35:18.8790",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26271,"Subscriber",1984,2
166,"2019-12-01 10:36:03.0360","2019-12-01 10:38:49.0620",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29447,"Subscriber",1975,1
403,"2019-12-01 10:38:31.4760","2019-12-01 10:45:14.8850",3640,"Journal Square",40.73367,-74.0625,3209,"Brunswick St",40.7241765,-74.0506564,29286,"Subscriber",1974,1
203,"2019-12-01 10:38:52.0520","2019-12-01 10:42:15.6950",3187,"Warren St",40.7211236,-74.03805095,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26296,"Subscriber",1983,1
126,"2019-12-01 10:38:55.5020","2019-12-01 10:41:01.5750",3214,"Essex Light Rail",40.7127742,-74.0364857,3267,"Morris Canal",40.7124188237569,-74.03852552175522,26244,"Subscriber",1978,2
481,"2019-12-01 10:39:50.3410","2019-12-01 10:47:51.4200",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,29275,"Subscriber",1977,2
193,"2019-12-01 10:44:30.2610","2019-12-01 10:47:43.9280",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,29447,"Subscriber",1981,1
199,"2019-12-01 10:45:59.4680","2019-12-01 10:49:18.7690",3214,"Essex Light Rail",40.7127742,-74.0364857,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,29206,"Subscriber",1992,1
389,"2019-12-01 10:46:59.5450","2019-12-01 10:53:28.5960",3481,"York St",40.71649,-74.04105,3203,"Hamilton Park",40.727595966,-74.044247311,29616,"Subscriber",1979,1
329,"2019-12-01 10:47:08.4280","2019-12-01 10:52:38.1890",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,26219,"Subscriber",1989,2
395,"2019-12-01 10:47:21.5760","2019-12-01 10:53:56.6000",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3202,"Newport PATH",40.7272235,-74.0337589,26296,"Subscriber",1983,1
220,"2019-12-01 10:47:52.4290","2019-12-01 10:51:33.0920",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29505,"Subscriber",1990,2
214,"2019-12-01 10:49:34.5120","2019-12-01 10:53:08.7790",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29258,"Subscriber",1984,1
372,"2019-12-01 10:50:09.2960","2019-12-01 10:56:21.4320",3483,"Montgomery St",40.71942,-74.05099,3211,"Newark Ave",40.72152515,-74.046304543,29583,"Subscriber",1979,1
397,"2019-12-01 10:50:43.4210","2019-12-01 10:57:21.3140",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,29123,"Subscriber",1983,2
319,"2019-12-01 10:50:53.8690","2019-12-01 10:56:13.7990",3483,"Montgomery St",40.71942,-74.05099,3211,"Newark Ave",40.72152515,-74.046304543,26198,"Subscriber",1979,2
212,"2019-12-01 10:59:42.4810","2019-12-01 11:03:14.6250",3206,"Hilltop",40.7311689,-74.0575736,3640,"Journal Square",40.73367,-74.0625,29642,"Subscriber",1970,1
224,"2019-12-01 11:01:04.3180","2019-12-01 11:04:49.0390",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3187,"Warren St",40.7211236,-74.03805095,29258,"Subscriber",1979,1
231,"2019-12-01 11:01:13.7390","2019-12-01 11:05:04.8050",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3187,"Warren St",40.7211236,-74.03805095,29126,"Subscriber",1979,2
332,"2019-12-01 11:02:47.5800","2019-12-01 11:08:20.4680",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,26271,"Subscriber",1988,1
383,"2019-12-01 11:02:53.2350","2019-12-01 11:09:16.7090",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,29295,"Subscriber",1988,1
857,"2019-12-01 11:05:05.8710","2019-12-01 11:19:23.1540",3214,"Essex Light Rail",40.7127742,-74.0364857,3192,"Liberty Light Rail",40.7112423,-74.0557013,29308,"Subscriber",1986,1
455,"2019-12-01 11:05:16.9990","2019-12-01 11:12:52.6880",3203,"Hamilton Park",40.727595966,-74.044247311,3187,"Warren St",40.7211236,-74.03805095,26295,"Subscriber",1984,2
167,"2019-12-01 11:06:10.2600","2019-12-01 11:08:57.9410",3202,"Newport PATH",40.7272235,-74.0337589,3638,"Washington St",40.7242941,-74.0354826,26296,"Subscriber",1992,2
175,"2019-12-01 11:08:53.6640","2019-12-01 11:11:48.7980",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26238,"Subscriber",1979,1
695,"2019-12-01 11:10:41.9080","2019-12-01 11:22:16.9940",3277,"Communipaw & Berry Lane",40.71435836870427,-74.06661093235016,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,29492,"Subscriber",1985,1
128,"2019-12-01 11:14:09.1230","2019-12-01 11:16:17.3390",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3681,"Grand St",40.71517767732029,-74.03768330812454,26185,"Subscriber",1985,1
303,"2019-12-01 11:17:30.8980","2019-12-01 11:22:34.8780",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3195,"Sip Ave",40.73089709786179,-74.06391263008118,26268,"Customer",1969,0
411,"2019-12-01 11:20:32.0160","2019-12-01 11:27:24.0140",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29547,"Subscriber",1988,2
616,"2019-12-01 11:20:51.1550","2019-12-01 11:31:07.8690",3210,"Pershing Field",40.742677141,-74.051788633,3211,"Newark Ave",40.72152515,-74.046304543,29455,"Subscriber",1979,2
703,"2019-12-01 11:22:05.0710","2019-12-01 11:33:48.3630",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3192,"Liberty Light Rail",40.7112423,-74.0557013,26200,"Subscriber",1974,1
256,"2019-12-01 11:23:24.9960","2019-12-01 11:27:41.2420",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3639,"Harborside",40.7192517,-74.034234,26238,"Subscriber",1988,1
218,"2019-12-01 11:25:46.2100","2019-12-01 11:29:24.4150",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29612,"Subscriber",1994,1
165,"2019-12-01 11:26:10.5340","2019-12-01 11:28:55.7010",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26156,"Customer",1969,0
452,"2019-12-01 11:28:53.5610","2019-12-01 11:36:25.6720",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,29298,"Subscriber",1996,1
95,"2019-12-01 11:29:23.9810","2019-12-01 11:30:59.1070",3202,"Newport PATH",40.7272235,-74.0337589,3638,"Washington St",40.7242941,-74.0354826,29232,"Subscriber",1979,1
371,"2019-12-01 11:29:50.5380","2019-12-01 11:36:02.3490",3202,"Newport PATH",40.7272235,-74.0337589,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29527,"Subscriber",1962,1
235,"2019-12-01 11:30:13.6290","2019-12-01 11:34:09.0180",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3638,"Washington St",40.7242941,-74.0354826,26271,"Subscriber",1994,1
341,"2019-12-01 11:30:15.4630","2019-12-01 11:35:56.6620",3210,"Pershing Field",40.742677141,-74.051788633,3640,"Journal Square",40.73367,-74.0625,29437,"Subscriber",1969,1
